dataset,group,n,mean_gt_score,mean_max_distractor_score,mean_margin_vs_max_distractor,median_margin_vs_max_distractor,mean_pairwise_win_rate,hit_at_1_item,hit_at_3_item,hit_at_5_item,hit_at_1_category,hit_at_3_category,hit_at_5_category,mean_item_rank,mean_category_rank,same_gt_category_distractor_rate
pog,overall,8411,0.5092498286059624,0.8156664067626804,-0.306416578156718,-0.14896166734409721,0.6217651488130622,0.1651408869337772,0.4617762453929378,0.6927832600166449,0.19938176197836166,0.5805492807038403,0.8297467601949827,4.194507192961598,3.3991201997384377,0.3340863155391749
pog_dense,overall,9185,0.45077859275034216,0.872702193540798,-0.4219236007904558,-0.2166287139695462,0.5301276235407972,0.11769188894937398,0.33805117038649973,0.5811649428415896,0.1622210125204137,0.4705498094719652,0.7736526946107785,4.9443658138268916,3.8410451823625475,0.39009254218835054
